fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2020-12-31,231520000,,,-26478000,-287710000,,,6437000,-4887000,13741000,,-20147000,-292566000,-6298000,0,0.0,,,,-6298000,,,,2484000,-16569000,,,-14085000,TMOAY,Tomtom NV,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,205820000,,,23509000,-93191000,,,5934000,-46000,17883000,,41061000,-28359000,-13274000,0,,,,,-13274000,,,,4561000,-33431000,,,-28870000,TMOAY,Tomtom NV,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,132729000,,,-41574000,-97613000,,,10532000,-69000,-9164000,,10210000,-86104000,-4895000,-5271000,,-21000000.0,0.0,,-25895000,,,,4051000,0,,,4051000,TMOAY,Tomtom NV,EUR,OTC,PINX,America/New_York,Annual
2023-12-31,87532000,,,20838000,-20008000,,,12801000,-341000,-303000,,3628000,-4223000,-11857000,0,,-56662000.0,14965000.0,,-53554000,,,,368000,-12060000,,,-11692000,TMOAY,Tomtom NV,EUR,OTC,PINX,America/New_York,Annual
2020-12-31,291520000,,,107467000,-81893000,,,,,223676000,,-106368000,35415000,-5078000,,-1591000,,,,-6669000,133246000,-126740000,,,-4501000,-18855000.0,,-16850000,BTEAF,Beneteau SA,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,308489000,,,172265000,73336000,,,,,-5075000,,75158000,143419000,3841000,,-47946000,,,,-44105000,25022000,-137979000,,957000.0,0,,,-112000000,BTEAF,Beneteau SA,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,306469000,,,-98076000,103152000,,,,,-133093000,,-120598000,-150539000,4449000,,-101000,,,,4348000,141995000,-12443000,,,-14249000,-24250000.0,,91053000,BTEAF,Beneteau SA,EUR,OTC,PINX,America/New_York,Annual
2020-12-31,76912,0,11199,-556556,-368407,25526,,,161583,-4238,-71122,-131184,-387842,0,,,,146200.0,,146200,227870,-255121,-76285,250000,,,,146464,MLRT,Metalert Inc,USD,OTC,PINX,America/New_York,Annual
2021-12-31,138342,0,623,-597705,-1200458,15438,,,399155,-1574,-43022,15684,-814777,-100021,,,,1258.0,,-98763,0,-17123,-15000,675000,,,,642877,MLRT,Metalert Inc,USD,OTC,PINX,America/New_York,Annual
2022-12-31,8534,0,0,-510258,-1503087,33340,,,615443,-224,29086,13476,-811966,0,-3308.0,,,,,0,145000,-113668,74651,180000,,,,285983,MLRT,Metalert Inc,USD,OTC,PINX,America/New_York,Annual
2020-12-31,106683,,,-370980,-1344196,19792,,208656,322810,4627,539593,32047,-216671,0.0,,,,,,0.0,40000.0,-6437,,0,,0,,33563,SNVFF,Sonoro Energy Ltd.,CAD,OTC,PSGM,America/New_York,Annual
2021-12-31,111476,,,-114082,-2629003,18713,,176481,329455,-3477,160521,39104,-1908206,,,,,,,,0.0,-23984,,0,,0,,-23984,SNVFF,Sonoro Energy Ltd.,CAD,OTC,PSGM,America/New_York,Annual
2022-12-31,117118,,,-99464,-1354610,19821,,45003,1173454,-341,1094306,43656,1021289,,,,,,,,,-25718,,17488,,0,,-8230,SNVFF,Sonoro Energy Ltd.,CAD,OTC,PSGM,America/New_York,Annual
2021-12-31,1044831,,,-4669102,-467834,,279557,0,6741,-85073,2873.0,,-263736,-5440457,,,,,-96833.0,-5537290,,,,5522157,,,-263556,5258601,LGCXF,Lahontan Gold Corp.,USD,OTC,PINX,America/New_York,Annual
2022-12-31,1092102,,,-4005475,-3264476,,161023,1192789,441322,87857,,,-1381485,-2940489,,,,,,-2940489,,,,4333421,,,-426233,3907188,LGCXF,Lahontan Gold Corp.,USD,OTC,PINX,America/New_York,Annual
2020-12-31,631500000,81200000,145800000,465800000,-162600000,384800000,-54500000,58500000,15100000,168900000,-2700000,-160500000,247000000,-170400000,4100000,4300000,,,-25800000,-191900000,743800000,-590000000,-3900000.0,0.0,-164200000.0,-123900000,-42900000,-181100000,PRGO,Perrigo Co PLC,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,1864900000,448000000,133000000,4200000,-68900000,312200000,9400000,60100000,13300000,-159700000,-7900000,-7100000,151400000,-152100000,3800000,1491900000,,0.0,-67800000,1272000000,0,-30600000,-30600000.0,0.0,0.0,-129600000,-18500000,-209300000,PRGO,Perrigo Co PLC,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,600700000,100200000,217000000,210900000,-140600000,338600000,-50500000,54900000,45500000,100000,100300000,-41500000,306800000,-96400000,3300000,-1952700000,,61700000.0,25500000,-1961900000,1587300000,-970600000,-11700000.0,,0.0,-142400000,-52700000,409900000,PRGO,Perrigo Co PLC,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,751300000,107500000,276900000,303800000,-12700000,359500000,-106600000,68800000,69100000,-57100000,-65900000,52900000,308000000,-101700000,19800000,0,,0.0,4400000,-97300000,295100000,-325300000,,,,-149700000,-7300000,-187200000,PRGO,Perrigo Co PLC,USD,NYSE,XNYS,America/New_York,Annual
2021-02-28,947946,,,-4047046,23427736,,,,-515743,33067,,,22945060,10716899,,,,,,10716899,,,,,-8562265.0,,,-8562265,SRUUF,Sprott Physical Uranium Trust Fund,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,20533000,,,-1163855000,185732000,,,,-213314000,-227184000,2064000.0,110000.0,-252592000,-911893000,,,,,,-911893000,,,,930878000.0,,,-9606000.0,921272000,SRUUF,Sprott Physical Uranium Trust Fund,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,18379000,,,-5891000,-43928000,,,0.0,-349000,-2041000,,,-46318000,-53000,,109000,-157224000.0,0,,-157168000,,-496000,,0,,,,-496000,CNCSF,CHINA CASTSON 81 FINCE,HKD,OTC,PINX,America/New_York,Annual
2021-12-31,35273000,,,-1883000,-9579000,,,,59000,2474000,,,-7046000,8935000,,458000,,1746000,,11139000,,-509000,,9428000,,,,8919000,CNCSF,CHINA CASTSON 81 FINCE,HKD,OTC,PINX,America/New_York,Annual
2022-12-31,1828000,,,-32965000,-27991000,,,,35000,1047000,,,-26909000,-19000,,0,,0,,-19000,,-521000,,0,,,,-521000,CNCSF,CHINA CASTSON 81 FINCE,HKD,OTC,PINX,America/New_York,Annual
2020-12-31,227304,0,16993,-614149,-3538103,2004,,,1666057,305101,-5828,-187959,-1758728,0,,0,-235000,,,-235000,628187,-633271,-6123,0,,,,-11207,UCLE,US Nuclear Corp.,USD,OTC,OTCB,America/New_York,Annual
2021-12-31,246317,0,11001,-447472,-1876684,2571,,,816106,80625,159382,-622673,-1440673,-6446,,-15000,0,,,-21446,829441,-567556,119600,100000,,,,481485,UCLE,US Nuclear Corp.,USD,OTC,OTCB,America/New_York,Annual
2022-12-31,126109,0,11973,-1324059,-2042795,3218,,,758848,-166281,160039,-245000,-1531971,0,,0,0,,,0,304633,-43431,942649,0,,,,1203851,UCLE,US Nuclear Corp.,USD,OTC,OTCB,America/New_York,Annual
2020-06-30,1309912,0,83645,-3368226,1302375,695471,,818252,902929,54784,197858,-10033.0,3961636,,-559667.0,,,,,,1717478,-1258875,,4037888,,,,4496491,LBUY,"Leafbuyer Technologies, Inc.",USD,OTC,OTCB,America/New_York,Annual
2021-06-30,684639,0,0,-858250,-5029380,724446,,504224,444498,-17437,-274425,0.0,-3648074,,,,0.0,,,0.0,557977,-325000,,0,,,,232977,LBUY,"Leafbuyer Technologies, Inc.",USD,OTC,OTCB,America/New_York,Annual
2022-06-30,367245,0,0,-317394,955695,724445,,369655,93354,2389,147471,0.0,2293009,,,,0.0,,,0.0,0,0,,0,,,,0,LBUY,"Leafbuyer Technologies, Inc.",USD,OTC,OTCB,America/New_York,Annual
2023-06-30,445721,0,0,422592,-585211,724445,,432467,30420,-106391,-52096,,443634,,,,,,,,0,-344116,,0,,,344116.0,0,LBUY,"Leafbuyer Technologies, Inc.",USD,OTC,OTCB,America/New_York,Annual
2020-06-30,2067304,,,-2559721,-4135003,627713,347789.0,6848,,-337692,598164.0,-42923,-2935104,,-82023.0,601067.0,,,-1240518.0,-639451,506599.0,-858,30875,3599570,,,,4136186,BNXAF,Banxa Holdings Inc.,AUD,OTC,PINX,America/New_York,Annual
2021-06-30,18615803,,,-1176678,-5828116,39075,,2081011,3395910.0,-4769131,2322559.0,220300,-2538392,-68607.0,,28791.0,,,-335014.0,-374830,0.0,-15941,44059,18033915,,0.0,-652383.0,17409650,BNXAF,Banxa Holdings Inc.,AUD,OTC,PINX,America/New_York,Annual
2022-06-30,9364013,,,-8231676,-17270783,454970,0.0,2924538,539912.0,2735498,1904199.0,-461299,-9172965,-198314.0,0.0,0.0,,,,-198314,13500000.0,-13895145,13500000,357047,,0.0,-252758.0,13209144,BNXAF,Banxa Holdings Inc.,AUD,OTC,PINX,America/New_York,Annual
2023-06-30,8258814,,,-11334185,-9360355,422295,-313868.0,-458977,421410.0,-2769630,,679528,-11379597,0.0,2586451.0,,,,,0,,-15810390,23263183,0,,0.0,,7452793,BNXAF,Banxa Holdings Inc.,AUD,OTC,PINX,America/New_York,Annual
2021-12-31,63179,,,-1072107,-5702793,,,,-56233,,2641591,,-3117435,,,,,,-201250000,-201250000,23957.0,-154057,-130100,196721875,,,-381482,196080193,QFTA,Quantum FinTech Acquisition Corporation,USD,NYSE,XASE,America/New_York,Annual
2022-12-31,129560,,,-1084259,11045567,,,,-3087315,,1634174,,9592426,,,,,,351474,351474,,0,480000,0,,,319166,799166,QFTA,Quantum FinTech Acquisition Corporation,USD,NYSE,XASE,America/New_York,Annual
2020-04-30,19708,0,0,-88647,-435360,294,,,-32902,-7342,,,-475310,,,,,,,,24380,0,74380.0,22000,,,22000.0,142760,LITSF,LITHOS ENERGY LTD,CAD,OTC,OTCB,America/New_York,Annual
2021-04-30,15502,0,1083,-451496,-1025348,159,,,1083,-18289,,,-1042395,,,,,,,,24411,-77121,-30589.0,500000,,,,416701,LITSF,LITHOS ENERGY LTD,CAD,OTC,OTCB,America/New_York,Annual
2022-04-30,352085,0,6563,-729983,-1035206,306,,0.0,6563,-16936,,,-1045273,0.0,,0.0,,,28000.0,28000.0,104585,-60534,,994515,,,,1038566,LITSF,LITHOS ENERGY LTD,CAD,OTC,OTCB,America/New_York,Annual
2023-04-30,577669,0,0,-608377,-2023470,0,,127238.0,1200000,37057,,,-659175,-2266.0,,268136.0,,,-400000.0,-134130.0,0,0,,978824,,,-12999.0,965825,LITSF,LITHOS ENERGY LTD,CAD,OTC,OTCB,America/New_York,Annual
2020-12-31,6774266000,741490000,5728000,5310538000,3495709000,36063000,,301161000,4794127000,-2989937000,,-1696451000,3940672000,-15272000,,0,0,0,,-15272000,0,-200000000,-13200000,0,,0,-3269200000,-3482400000,QFIN,360 Finance Inc,CNY,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,8759947000,1213913000,13757000,5764393000,5764513000,65973000,,253922000,3078225000,-1278156000,,-4543240000,3341237000,-25307000,,-1458000,0,0,,-26765000,344487000,-210168000,214053000,0,,0,1765348000,2113720000,QFIN,360 Finance Inc,CNY,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,10512363000,904947000,10862000,5895542000,4005568000,76983000,,199737000,4367776000,-700787000,,-4086734000,3862543000,-26973000,,3349000,-80731000,17890000,,-86465000,20854000,-732952000,-302773000,239125000,,-988586000,4325448000,2561116000,QFIN,360 Finance Inc,CNY,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,70363000,47000,20304000,-95924000,-3904000,48086000,-789000,2110000,17395000,-6282000,-7174000,-51342000,-1900000,-96098000,,,-927000,997000,,-96028000,265307000,-159603000,,0,,0.0,-4186000,101518000,SNCY,"Sun Country Airlines Holdings, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,317785000,172000,23601000,35644000,81248000,57075000,2209000,5562000,12475000,-481000,5820000,-6928000,156980000,-123276000,,,-1797000,1137000,,-123936000,80500000,-97301000,,235894000,0.0,,-10944000,208149000,SNCY,"Sun Country Airlines Holdings, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,102928000,1691000,24051000,-60482000,17676000,67641000,9893000,2774000,-2234000,-3312000,17623000,23798000,133859000,-185471000,,,-178960000,6236000,8865000.0,-349330000,188277000,-155554000,,0,-25054000.0,,-2601000,5068000,SNCY,"Sun Country Airlines Holdings, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,63680000,1498000,41454000,-44040000,72181000,89451000,21555000,9274000,535000,-2667000,-3028000,-2963000,184338000,-213207000,,,-95535000,137511000,,-171231000,119200000,-91159000,,0,-68585000.0,,-4253000,-44797000,SNCY,"Sun Country Airlines Holdings, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2020-03-31,11688813,,,-32226676,-42915852,5911885,3244493.0,11701162,-69584506,-3598468,,-4195174,-99436460,-9715553,-343522,-11120011.0,,3758122,,-17077442,2817932,-3392769.0,-437173.0,43040535,,0.0,-2686457,39342068,NEPT,Neptune Wellness Solutions Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2021-03-31,59836889,,,-63653258,-124264230,19062034,-3477711.0,9885138,938641,-8518941,,-16263326,-122638395,-6603513,-389784,-3137242.0,,9037,,-9731718,0,-2457839.0,0.0,116871425,,0.0,-6891587,107521999,NEPT,Neptune Wellness Solutions Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2022-03-31,11813284,,,-76781601,-114289706,8231448,0.0,10582053,2902647,-220750,,-7275867,-100070175,-2624745,-585786,0.0,,60052,,-2564693,0,0.0,,10830000,,,-2772970,8057030,NEPT,Neptune Wellness Solutions Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2023-03-31,2698371,,,-39931341,-120216462,3692858,,4742974,5797129,-2184677,,-590331,-108758509,-1260486,0,,,0,4456244.0,3195758,14034010,,,14891255,,,-2809170,26116095,NEPT,Neptune Wellness Solutions Inc,USD,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,13171,0,151874,-812754,-2666798,45874,,956447,202148,0,777823,37531,-646975,-103000,,0,,,,-103000,406318,-204437,,353395,,,16815.0,572091,ILAL,International Land Alliance Inc.,USD,OTC,OTCB,America/New_York,Annual
2021-12-31,56590,0,152979,-1557728,-5062062,49673,,2129266,923919,-317323,909049,146999,-1220479,-522050,,-100000,,,-100000.0,-722050,657610,-1659024,220873.0,1804750,,,,1024209,ILAL,International Land Alliance Inc.,USD,OTC,OTCB,America/New_York,Annual
2022-12-31,49371,0,137863,-1067996,-10417639,52944,,1710881,1929452,26802,329237,469715,-5898608,-539935,,0,,,,-539935,773250,-521960,402566.0,15000,,,,668856,ILAL,International Land Alliance Inc.,USD,OTC,OTCB,America/New_York,Annual
2020-12-31,12344000,,,-359000,-226000,0,,1135000,609000,-5667000,14000,114776000,110641000,-46000,0,,0,,2785000.0,2739000,0,-705000,,16045000,,,131000.0,15471000,AEHL,Antelope Enterprise Holdings Limited,CNY,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,27880000,,,-9402000,-20166000,84000,,1835000,1317000,-25310000,2602000,135395000,95757000,-1279000,0,,0,,,-1279000,0,-1144000,,29586000,,,,28442000,AEHL,Antelope Enterprise Holdings Limited,CNY,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,4242000,,,-15480000,-5441000,255000,,2180000,524000,3394000,464000,-15545000,-14169000,-22000,-6000,,-8393000,,-2069000.0,-10484000,8759000,-358000,,5724000,,,2450000.0,16575000,AEHL,Antelope Enterprise Holdings Limited,CNY,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,4717300000,247700000,1127700000,2893000000,-1525100000,2227200000,-262900000,348000000,44800000,947300000,,,1779300000,,,-5267800000,-8240500000,6031900000,-48000000,-7524400000,13205800000,-8943100000,,,-1072300000,,-2085900000,1104500000,LBTYA,Liberty Global PLC,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,917300000,190400000,832000000,2141000000,13527500000,2353700000,318200000,308100000,31900000,707100000,,,17246500000,,,73700000,-7261800000,6170800000,-3320200000,-4337500000,2570700000,-1796700000,,,-1580400000,,-706200000,-1512600000,LBTYA,Liberty Global PLC,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,1732400000,171700000,547400000,1534600000,1105300000,2171400000,172500000,192100000,31000000,796300000,,,4468600000,,,2335900000,-9433800000,9213300000,6500000,2121900000,4700000,-1042900000,,,-1703400000,,-531800000,-3273400000,LBTYA,Liberty Global PLC,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,1422900000,494300000,885200000,779900000,-3873800000,2315200000,-33100000,231000000,65700000,1252100000,,,-42900000,,,-114600000,-8130900000,6988600000,-17300000,-1274200000,3167000000,-1033300000,,,-2480400000,,-345700000,-692400000,LBTYA,Liberty Global PLC,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,347121000,,130186000,312815000,68578000,235387000,0.0,20750000,19960000,17199000,307000,-113782000,248399000,-61836000,-4350000,-251360000,,,,-313196000,180000000,-37012000,0,,,,-11502000,131486000,AMRX,Amneal Pharmaceuticals Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,256739000,15558000.0,121747000,189181000,20170000,233406000,0.0,28412000,15188000,-16310000,-43932000,-49015000,187919000,-50939000,-1700000,-146543000,,,5000000.0,-192482000,0,-79179000,0,,,,-59796000,-138975000,AMRX,Amneal Pharmaceuticals Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,35227000,12649000.0,142722000,-25495000,-254789000,240175000,,31847000,17154000,-79071000,109568000,-102396000,-37512000,-48795000,-41800000,-84714000,,,1000000.0,-132509000,0,-123272000,85000000,,,,-69010000,-107282000,AMRX,Amneal Pharmaceuticals Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,3486384000,1433000,463458000,-1362540000,-2326946000,725502000,562484000,62254000,67865000,81646000,,-164791000,-991986000,,0,4604000.0,,,19752000,24356000,4691953000,-2041270000,,0,-11533000,-108777000,-67198000,2463175000,WYNN,Wynn Resorts Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2021-12-31,2531067000,1749000,581650000,-569282000,-1011990000,715962000,-2706000,95238000,91481000,-29441000,,-229377000,-370833000,,-56034000,0.0,0.0,,4268000,4268000,1340281000,-2504059000,,846558000,-13842000,-1553000,-55387000,-388002000,WYNN,Wynn Resorts Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2022-12-31,3782990000,5290000,618395000,-423776000,-709368000,692318000,3241000,67627000,-93257000,-9335000,,49955000,1181000,,-52377000,0.0,0.0,,1701471000,1701471000,211435000,-68188000,,2895000,-187499000,-1445000,19124000,-23678000,WYNN,Wynn Resorts Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2023-12-31,2969412000,10310000,688350000,740703000,782217000,687270000,-502784000,64515000,156708000,-123747000,,31926000,1096105000,,-64383000,,-836519000.0,,1162000,-835357000,1200000000,-1552391000,,0,-212455000,-84733000,-71592000,-721171000,WYNN,Wynn Resorts Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,4325000,339000,938000,9290000,-7716000,6970000,-2162000,299000,353000,2966000,263000,-353000,620000,-305000,,-2084000.0,,,,-2389000,0,-4925000,-519000.0,,,,115000,-5329000,AMS,American Shared Hospital Services,USD,NYSE,XASE,America/New_York,Annual
2021-12-31,8263000,712000,680000,4593000,678000,4972000,60000,420000,410000,-519000,76000,-812000,5285000,-1674000,,0.0,,,,-1674000,13897000,-13247000,,,,,-1310000,-660000,AMS,American Shared Hospital Services,USD,NYSE,XASE,America/New_York,Annual
2022-12-31,12453000,169000,722000,6847000,1555000,4783000,344000,399000,450000,696000,608000,-1648000,7187000,-388000,,,,,,-388000,0,-2032000,,,,,-630000,-2662000,AMS,American Shared Hospital Services,USD,NYSE,XASE,America/New_York,Annual
2021-01-31,1046051000,19454000,6987000,658489000,175835000,297772000,-24008000,27583000,268071000,-53772000,62324000,-77046000,676759000,,,-1220000,-5665000,110000000,,103115000,800000000,-800000000,,,-118248000,,-1915000.0,-120163000,ULTA,Ulta Beauty Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-01-31,431560000,370646000,2132000,887078000,985837000,268460000,-25666000,47259000,276229000,-40573000,66156000,-578981000,998721000,,,0,-4297000,0,,-4297000,0,0,,,-1537602000,,,-1537602000,ULTA,Ulta Beauty Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-01-31,737877000,429846000,2138000,1169789000,1242408000,241372000,15653000,43044000,301912000,34260000,8309000,-440548000,1446410000,,,0,-2458000,0,,-2458000,0,0,,,-907025000,,,-907025000,ULTA,Ulta Beauty Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,1443720000,,,3168118000,1043341000,,,,1044282000,-18518000,,43880000,2112985000,,,-32642000,,,,-32642000,3928031000,-5670623000,,,0,-1888862000,,-3631454000,CBAOF,Fibra Terrafina,MXN,OTC,PINX,America/New_York,Annual
2021-12-31,1834691000,,,2725859000,6175549000,,,,869586000,-109131000,,-37599000,6898405000,,,37426000,,,,37426000,3735280000,-3774393000,,,-50876000,-1655013000,-50876000.0,-1795878000,CBAOF,Fibra Terrafina,MXN,OTC,PINX,America/New_York,Annual
2022-12-31,733100000,,,2668429000,6795132000,,,,889901000,-141563000,,9015000,7552485000,,,445774000,,,,445774000,2652932000,-2772051000,,,-456971000,-1508916000,-8821000.0,-2093827000,CBAOF,Fibra Terrafina,MXN,OTC,PINX,America/New_York,Annual
2023-12-31,635618000,,,2763238000,6683448000,,,,899461000,198751000,,-10215000,7771445000,,,-1111726000,,,,-1111726000,5570736000,-4157913000,,,0,-1355241000,-48086000.0,9496000,CBAOF,Fibra Terrafina,MXN,OTC,PINX,America/New_York,Annual
2020-05-31,5137,0.0,,-5508,143657,,,,-1059495,-2255,29977,,-888116,,,,,,,,,,,0,,,5000.0,5000,BRYGF,"Baroyeca Gold & Silver, Inc.",CAD,OTC,PSGM,America/New_York,Annual
2021-05-31,2168830,,,-913922,-2243213,,,,1605000,-28918,393428,-256896.0,-530599,,,,,42027.0,-909447.0,-867420.0,,,,3969381,,,-25000.0,3944381,BRYGF,"Baroyeca Gold & Silver, Inc.",CAD,OTC,PSGM,America/New_York,Annual
2022-05-31,1458762,,,-2056459,-1840691,,,,-43555,-34359,-63503,0.0,-1982108,0.0,,,,86801.0,-3505757.0,-3418956.0,,,,4776052,0.0,,,4776052,BRYGF,"Baroyeca Gold & Silver, Inc.",CAD,OTC,PSGM,America/New_York,Annual
2023-05-31,332648,,,-634531,-9691005,,,,67092,37004,113062,,-9473847,160000.0,,,,0.0,-1383270.0,-1223270.0,,,,622000,-2500.0,,,619500,BRYGF,"Baroyeca Gold & Silver, Inc.",CAD,OTC,PSGM,America/New_York,Annual
2020-12-31,69654,,659,-2286722,-4418338,89539,,761281,-709691,-18137,,-515329,-4810675,-87979,,-99384,,426584,100000,339221,150567,-42534,,376223,,,1115451,1599707,BHNGF,Bhang Inc.,USD,OTC,OTCQ,America/New_York,Annual
2021-12-31,491094,,1519,-2158610,-3298022,44994,,882842,-70794,105885,,-1476,-2336571,-37711,,0,,0,35177,-2534,113832,-40000,,2356712,,,102398,2532942,BHNGF,Bhang Inc.,USD,OTC,OTCQ,America/New_York,Annual
2020-12-31,303724000,7740000,19928000,10384000,26209000,6452000,-1367000,414000,-6928000,-5007000,-201000,-1850000,17722000,-3620000,,0,-178571000,217860000,-1428000,34241000,97150000,-37345000,125617000,0,-1795000,-6504000,,177123000,MPB,Mid Penn Bancorp Inc,USD,NASDAQ,XNMS,America/New_York,Annual
